shipment_id,origin_warehouse_id,destination_city,shipment_date,eta,ata,status,distance_km,vehicle_type
SHP02304,WH012,Kolkata,2025-01-29,2025-01-29 18:00:00,2025-01-29 21:00:00,In Transit,385,Truck
SHP02305,WH006,Kolkata,2025-02-05,2025-02-05 13:00:00,2025-02-05 17:00:00,In Transit,620,Van
SHP02306,WH039,Chennai,2025-01-25,2025-01-25 14:00:00,2025-01-25 14:00:00,Delayed,838,Truck
SHP02307,WH046,Bangalore,2025-02-12,2025-02-12 17:00:00,2025-02-12 18:00:00,Delivered,613,Truck
SHP02308,WH024,Mumbai,2025-02-05,2025-02-05 10:00:00,2025-02-05 13:00:00,Delayed,124,Truck
SHP02309,WH019,Mumbai,2025-02-09,2025-02-09 18:00:00,2025-02-09 16:00:00,In Transit,665,Truck
SHP02310,WH004,Mumbai,2025-01-25,2025-01-25 14:00:00,2025-01-25 16:00:00,In Transit,196,Van
SHP02311,WH032,Bangalore,2025-01-20,2025-01-20 16:00:00,2025-01-20 17:00:00,Delivered,343,Van
SHP02312,WH028,Bangalore,2025-02-12,2025-02-12 15:00:00,2025-02-12 19:00:00,Delayed,458,Truck
SHP02313,WH001,Mumbai,2025-02-22,2025-02-22 11:00:00,2025-02-22 09:00:00,Delivered,182,Van
SHP02314,WH030,Chennai,2025-02-15,2025-02-15 18:00:00,2025-02-15 23:00:00,Delivered,610,Van
SHP02315,WH034,Bangalore,2025-01-16,2025-01-16 10:00:00,2025-01-16 15:00:00,In Transit,994,Truck
SHP02316,WH024,Mumbai,2025-01-11,2025-01-11 20:00:00,2025-01-12 01:00:00,Delayed,346,Van
SHP02317,WH015,Delhi,2025-01-28,2025-01-28 20:00:00,2025-01-28 21:00:00,In Transit,828,Truck
SHP02318,WH008,Bangalore,2025-02-07,2025-02-07 13:00:00,2025-02-07 17:00:00,Delayed,366,Van
SHP02319,WH039,Mumbai,2025-01-13,2025-01-13 16:00:00,2025-01-13 18:00:00,In Transit,295,Truck
SHP02320,WH014,Delhi,2025-02-07,2025-02-07 18:00:00,2025-02-07 18:00:00,Delivered,363,Van
SHP02321,WH017,Chennai,2025-01-27,2025-01-27 17:00:00,2025-01-27 20:00:00,Delayed,936,Truck
SHP02322,WH042,Bangalore,2025-01-29,2025-01-29 11:00:00,2025-01-29 16:00:00,Delayed,188,Van
SHP02323,WH032,Delhi,2025-01-23,2025-01-23 11:00:00,2025-01-23 10:00:00,In Transit,729,Truck
SHP02324,WH025,Mumbai,2025-02-22,2025-02-22 14:00:00,2025-02-22 19:00:00,Delayed,386,Truck
SHP02325,WH050,Chennai,2025-02-11,2025-02-11 10:00:00,2025-02-11 14:00:00,Delivered,735,Truck
SHP02326,WH046,Delhi,2025-02-25,2025-02-25 14:00:00,2025-02-25 19:00:00,Delayed,410,Van
SHP02327,WH033,Bangalore,2025-01-15,2025-01-15 17:00:00,2025-01-15 19:00:00,In Transit,727,Van
SHP02328,WH035,Delhi,2025-02-23,2025-02-23 17:00:00,2025-02-23 21:00:00,Delivered,599,Truck
SHP02329,WH025,Bangalore,2025-01-30,2025-01-30 15:00:00,2025-01-30 16:00:00,In Transit,407,Truck
SHP02330,WH044,Bangalore,2025-01-19,2025-01-19 11:00:00,2025-01-19 13:00:00,In Transit,390,Van
SHP02331,WH049,Delhi,2025-02-06,2025-02-06 11:00:00,2025-02-06 09:00:00,In Transit,883,Truck
SHP02332,WH002,Mumbai,2025-02-21,2025-02-21 18:00:00,2025-02-21 16:00:00,Delivered,663,Van
SHP02333,WH007,Delhi,2025-02-06,2025-02-06 12:00:00,2025-02-06 15:00:00,Delivered,725,Van
SHP02334,WH015,Kolkata,2025-02-06,2025-02-06 19:00:00,2025-02-07 00:00:00,In Transit,256,Van
SHP02335,WH041,Kolkata,2025-01-28,2025-01-28 14:00:00,2025-01-28 15:00:00,In Transit,800,Truck
SHP02336,WH040,Mumbai,2025-01-16,2025-01-16 12:00:00,2025-01-16 17:00:00,Delayed,248,Truck
SHP02337,WH040,Chennai,2025-02-18,2025-02-18 18:00:00,2025-02-18 19:00:00,Delayed,128,Van
SHP02338,WH018,Chennai,2025-01-14,2025-01-14 14:00:00,2025-01-14 14:00:00,In Transit,821,Truck
SHP02339,WH025,Chennai,2025-02-10,2025-02-10 18:00:00,2025-02-10 22:00:00,In Transit,681,Van
SHP02340,WH027,Kolkata,2025-01-26,2025-01-26 11:00:00,2025-01-26 09:00:00,In Transit,384,Van
SHP02341,WH021,Mumbai,2025-02-24,2025-02-24 10:00:00,2025-02-24 15:00:00,Delivered,316,Truck
SHP02342,WH010,Bangalore,2025-02-24,2025-02-24 19:00:00,2025-02-24 22:00:00,In Transit,437,Truck
SHP02343,WH046,Chennai,2025-01-19,2025-01-19 14:00:00,2025-01-19 15:00:00,Delayed,181,Truck
SHP02344,WH009,Chennai,2025-01-25,2025-01-25 12:00:00,2025-01-25 11:00:00,In Transit,354,Truck
SHP02345,WH032,Delhi,2025-01-05,2025-01-05 19:00:00,2025-01-05 22:00:00,Delivered,613,Van
SHP02346,WH010,Chennai,2025-02-16,2025-02-16 11:00:00,2025-02-16 12:00:00,Delivered,215,Van
SHP02347,WH023,Mumbai,2025-01-26,2025-01-26 18:00:00,2025-01-26 17:00:00,Delayed,335,Truck
SHP02348,WH039,Bangalore,2025-02-22,2025-02-22 20:00:00,2025-02-23 01:00:00,In Transit,467,Truck
SHP02349,WH035,Chennai,2025-02-13,2025-02-13 17:00:00,2025-02-13 21:00:00,Delivered,710,Truck
SHP02350,WH003,Chennai,2025-01-19,2025-01-19 10:00:00,2025-01-19 11:00:00,In Transit,816,Truck
SHP02351,WH011,Bangalore,2025-02-19,2025-02-19 14:00:00,2025-02-19 14:00:00,In Transit,639,Van
SHP02352,WH004,Bangalore,2025-01-26,2025-01-26 13:00:00,2025-01-26 11:00:00,In Transit,298,Van
SHP02353,WH001,Mumbai,2025-01-23,2025-01-23 12:00:00,2025-01-23 12:00:00,Delivered,152,Van
SHP02354,WH017,Bangalore,2025-01-03,2025-01-03 13:00:00,2025-01-03 13:00:00,In Transit,202,Van
SHP02355,WH029,Chennai,2025-01-25,2025-01-25 15:00:00,2025-01-25 18:00:00,In Transit,521,Van
SHP02356,WH045,Bangalore,2025-01-18,2025-01-18 14:00:00,2025-01-18 18:00:00,In Transit,254,Truck
SHP02357,WH030,Mumbai,2025-02-25,2025-02-25 13:00:00,2025-02-25 16:00:00,In Transit,258,Truck
SHP02358,WH026,Bangalore,2025-01-28,2025-01-28 15:00:00,2025-01-28 16:00:00,In Transit,507,Van
SHP02359,WH036,Delhi,2025-01-02,2025-01-02 10:00:00,2025-01-02 15:00:00,Delayed,664,Truck
SHP02360,WH018,Bangalore,2025-02-26,2025-02-26 18:00:00,2025-02-26 20:00:00,In Transit,830,Truck
SHP02361,WH048,Kolkata,2025-02-08,2025-02-08 16:00:00,2025-02-08 20:00:00,Delivered,273,Van
SHP02362,WH045,Chennai,2025-02-03,2025-02-03 12:00:00,2025-02-03 11:00:00,Delivered,449,Truck
SHP02363,WH041,Chennai,2025-01-05,2025-01-05 16:00:00,2025-01-05 15:00:00,Delivered,392,Truck
SHP02364,WH017,Bangalore,2025-02-04,2025-02-04 20:00:00,2025-02-04 18:00:00,Delayed,559,Truck
SHP02365,WH032,Kolkata,2025-02-28,2025-02-28 18:00:00,2025-02-28 16:00:00,Delayed,886,Truck
SHP02366,WH004,Chennai,2025-01-01,2025-01-01 14:00:00,2025-01-01 18:00:00,Delayed,439,Van
SHP02367,WH015,Kolkata,2025-01-03,2025-01-03 18:00:00,2025-01-03 16:00:00,Delivered,101,Van
SHP02368,WH009,Chennai,2025-01-06,2025-01-06 14:00:00,2025-01-06 15:00:00,In Transit,104,Truck
SHP02369,WH044,Chennai,2025-02-14,2025-02-14 19:00:00,2025-02-14 21:00:00,Delayed,438,Truck
SHP02370,WH004,Chennai,2025-01-22,2025-01-22 20:00:00,2025-01-22 23:00:00,Delayed,259,Truck
SHP02371,WH007,Mumbai,2025-02-18,2025-02-18 13:00:00,2025-02-18 11:00:00,Delivered,905,Van
SHP02372,WH025,Chennai,2025-02-28,2025-02-28 15:00:00,2025-02-28 16:00:00,In Transit,905,Van
SHP02373,WH020,Kolkata,2025-02-10,2025-02-10 10:00:00,2025-02-10 08:00:00,Delayed,787,Van
SHP02374,WH022,Chennai,2025-02-08,2025-02-08 10:00:00,2025-02-08 08:00:00,In Transit,338,Van
SHP02375,WH048,Chennai,2025-01-22,2025-01-22 11:00:00,2025-01-22 09:00:00,Delayed,137,Truck
SHP02376,WH026,Chennai,2025-01-23,2025-01-23 20:00:00,2025-01-23 22:00:00,Delivered,119,Van
SHP02377,WH047,Delhi,2025-02-13,2025-02-13 20:00:00,2025-02-13 23:00:00,Delayed,747,Truck
SHP02378,WH044,Chennai,2025-01-18,2025-01-18 20:00:00,2025-01-18 19:00:00,Delayed,649,Van
SHP02379,WH012,Mumbai,2025-01-10,2025-01-10 10:00:00,2025-01-10 12:00:00,In Transit,294,Van
SHP02380,WH003,Mumbai,2025-01-31,2025-01-31 10:00:00,2025-01-31 14:00:00,In Transit,889,Truck
SHP02381,WH005,Chennai,2025-03-01,2025-03-01 15:00:00,2025-03-01 17:00:00,Delayed,187,Van
SHP02382,WH050,Mumbai,2025-02-03,2025-02-03 18:00:00,2025-02-03 16:00:00,Delayed,639,Van
SHP02383,WH025,Kolkata,2025-02-07,2025-02-07 12:00:00,2025-02-07 13:00:00,Delivered,957,Truck
SHP02384,WH007,Mumbai,2025-02-24,2025-02-24 14:00:00,2025-02-24 15:00:00,Delivered,597,Truck
SHP02385,WH038,Bangalore,2025-01-28,2025-01-28 16:00:00,2025-01-28 19:00:00,Delivered,509,Truck
SHP02386,WH015,Delhi,2025-02-20,2025-02-20 16:00:00,2025-02-20 15:00:00,In Transit,182,Van
SHP02387,WH029,Bangalore,2025-02-18,2025-02-18 19:00:00,2025-02-18 20:00:00,Delayed,123,Van
SHP02388,WH041,Chennai,2025-01-10,2025-01-10 19:00:00,2025-01-10 18:00:00,In Transit,164,Van
SHP02389,WH037,Bangalore,2025-02-19,2025-02-19 19:00:00,2025-02-19 19:00:00,In Transit,272,Van
SHP02390,WH013,Bangalore,2025-02-20,2025-02-20 13:00:00,2025-02-20 14:00:00,In Transit,583,Truck
SHP02391,WH034,Mumbai,2025-01-07,2025-01-07 13:00:00,2025-01-07 11:00:00,In Transit,461,Truck
SHP02392,WH002,Bangalore,2025-01-11,2025-01-11 18:00:00,2025-01-11 18:00:00,In Transit,846,Truck
SHP02393,WH005,Chennai,2025-02-12,2025-02-12 10:00:00,2025-02-12 13:00:00,Delayed,384,Van
SHP02394,WH008,Bangalore,2025-01-18,2025-01-18 12:00:00,2025-01-18 10:00:00,Delayed,350,Truck
SHP02395,WH036,Bangalore,2025-02-24,2025-02-24 13:00:00,2025-02-24 14:00:00,In Transit,411,Van
SHP02396,WH043,Chennai,2025-02-24,2025-02-24 10:00:00,2025-02-24 14:00:00,Delivered,131,Truck
SHP02397,WH005,Delhi,2025-01-22,2025-01-22 19:00:00,2025-01-23 00:00:00,Delivered,110,Van
SHP02398,WH041,Bangalore,2025-02-09,2025-02-09 15:00:00,2025-02-09 18:00:00,Delayed,430,Truck
SHP02399,WH001,Delhi,2025-02-20,2025-02-20 19:00:00,2025-02-20 21:00:00,In Transit,467,Van
SHP02400,WH026,Kolkata,2025-02-08,2025-02-08 16:00:00,2025-02-08 16:00:00,Delayed,448,Truck
SHP02401,WH027,Mumbai,2025-02-10,2025-02-10 13:00:00,2025-02-10 14:00:00,Delivered,910,Van
SHP02402,WH023,Chennai,2025-01-07,2025-01-07 19:00:00,2025-01-07 22:00:00,In Transit,534,Van
SHP02403,WH020,Delhi,2025-01-04,2025-01-04 19:00:00,2025-01-04 22:00:00,Delayed,219,Van
SHP02404,WH044,Chennai,2025-02-15,2025-02-15 20:00:00,2025-02-15 23:00:00,Delayed,776,Truck
SHP02405,WH013,Chennai,2025-01-11,2025-01-11 16:00:00,2025-01-11 20:00:00,In Transit,178,Van
SHP02406,WH023,Mumbai,2025-02-22,2025-02-22 16:00:00,2025-02-22 15:00:00,In Transit,403,Van
SHP02407,WH016,Bangalore,2025-02-02,2025-02-02 11:00:00,2025-02-02 10:00:00,Delivered,782,Van
SHP02408,WH026,Delhi,2025-02-14,2025-02-14 10:00:00,2025-02-14 09:00:00,Delivered,602,Van
SHP02409,WH029,Chennai,2025-02-26,2025-02-26 10:00:00,2025-02-26 11:00:00,In Transit,345,Van
SHP02410,WH008,Mumbai,2025-01-28,2025-01-28 13:00:00,2025-01-28 18:00:00,Delayed,392,Van
SHP02411,WH048,Kolkata,2025-02-09,2025-02-09 14:00:00,2025-02-09 16:00:00,Delivered,878,Truck
SHP02412,WH007,Bangalore,2025-02-01,2025-02-01 18:00:00,2025-02-01 18:00:00,Delivered,162,Truck
SHP02413,WH041,Mumbai,2025-02-12,2025-02-12 18:00:00,2025-02-12 22:00:00,In Transit,468,Van
SHP02414,WH046,Mumbai,2025-02-12,2025-02-12 12:00:00,2025-02-12 15:00:00,In Transit,534,Van
SHP02415,WH027,Chennai,2025-02-15,2025-02-15 19:00:00,2025-02-15 20:00:00,In Transit,338,Truck
SHP02416,WH011,Mumbai,2025-02-25,2025-02-25 17:00:00,2025-02-25 18:00:00,In Transit,558,Van
SHP02417,WH013,Chennai,2025-01-14,2025-01-14 16:00:00,2025-01-14 19:00:00,Delivered,392,Truck
SHP02418,WH013,Kolkata,2025-02-15,2025-02-15 16:00:00,2025-02-15 21:00:00,Delivered,979,Van
SHP02419,WH024,Kolkata,2025-01-03,2025-01-03 11:00:00,2025-01-03 10:00:00,In Transit,493,Truck
SHP02420,WH002,Chennai,2025-01-06,2025-01-06 18:00:00,2025-01-06 16:00:00,Delivered,974,Truck
SHP02421,WH005,Kolkata,2025-02-24,2025-02-24 12:00:00,2025-02-24 11:00:00,Delivered,739,Truck
SHP02422,WH027,Mumbai,2025-01-19,2025-01-19 12:00:00,2025-01-19 10:00:00,Delayed,173,Truck
SHP02423,WH043,Delhi,2025-01-24,2025-01-24 13:00:00,2025-01-24 17:00:00,Delayed,338,Truck
SHP02424,WH031,Delhi,2025-01-27,2025-01-27 17:00:00,2025-01-27 18:00:00,Delivered,647,Truck
SHP02425,WH016,Delhi,2025-01-23,2025-01-23 12:00:00,2025-01-23 10:00:00,Delivered,385,Van
SHP02426,WH009,Mumbai,2025-01-10,2025-01-10 19:00:00,2025-01-10 17:00:00,Delivered,261,Van
SHP02427,WH018,Kolkata,2025-02-09,2025-02-09 12:00:00,2025-02-09 10:00:00,Delivered,195,Truck
SHP02428,WH045,Kolkata,2025-02-18,2025-02-18 15:00:00,2025-02-18 19:00:00,In Transit,615,Truck
SHP02429,WH028,Kolkata,2025-02-03,2025-02-03 19:00:00,2025-02-03 21:00:00,Delivered,998,Truck
SHP02430,WH008,Bangalore,2025-02-08,2025-02-08 18:00:00,2025-02-08 22:00:00,Delivered,534,Truck
SHP02431,WH015,Chennai,2025-01-05,2025-01-05 15:00:00,2025-01-05 13:00:00,In Transit,962,Van
SHP02432,WH024,Kolkata,2025-02-16,2025-02-16 14:00:00,2025-02-16 13:00:00,Delivered,385,Truck
SHP02433,WH026,Kolkata,2025-02-16,2025-02-16 12:00:00,2025-02-16 13:00:00,In Transit,149,Truck
SHP02434,WH013,Bangalore,2025-01-16,2025-01-16 14:00:00,2025-01-16 17:00:00,Delivered,946,Truck
SHP02435,WH017,Kolkata,2025-01-09,2025-01-09 20:00:00,2025-01-09 18:00:00,In Transit,974,Truck
SHP02436,WH020,Kolkata,2025-01-27,2025-01-27 20:00:00,2025-01-27 23:00:00,Delivered,278,Truck
SHP02437,WH016,Chennai,2025-01-03,2025-01-03 18:00:00,2025-01-03 22:00:00,Delivered,323,Van
SHP02438,WH047,Kolkata,2025-01-13,2025-01-13 11:00:00,2025-01-13 11:00:00,In Transit,453,Truck
SHP02439,WH036,Chennai,2025-01-22,2025-01-22 15:00:00,2025-01-22 18:00:00,Delayed,558,Van
SHP02440,WH020,Delhi,2025-02-14,2025-02-14 15:00:00,2025-02-14 13:00:00,Delayed,138,Truck
SHP02441,WH045,Delhi,2025-02-15,2025-02-15 18:00:00,2025-02-15 17:00:00,Delivered,337,Truck
SHP02442,WH028,Delhi,2025-02-11,2025-02-11 12:00:00,2025-02-11 11:00:00,Delayed,782,Truck
SHP02443,WH013,Kolkata,2025-01-29,2025-01-29 18:00:00,2025-01-29 17:00:00,Delivered,205,Truck
SHP02444,WH045,Kolkata,2025-01-31,2025-01-31 12:00:00,2025-01-31 16:00:00,In Transit,841,Truck
SHP02445,WH049,Bangalore,2025-01-10,2025-01-10 18:00:00,2025-01-10 21:00:00,Delayed,889,Van
SHP02446,WH023,Delhi,2025-01-16,2025-01-16 18:00:00,2025-01-16 22:00:00,Delayed,480,Van
SHP02447,WH013,Delhi,2025-02-07,2025-02-07 15:00:00,2025-02-07 18:00:00,Delivered,649,Truck
SHP02448,WH036,Kolkata,2025-02-13,2025-02-13 14:00:00,2025-02-13 13:00:00,In Transit,502,Truck
SHP02449,WH045,Mumbai,2025-02-11,2025-02-11 13:00:00,2025-02-11 12:00:00,In Transit,445,Van
SHP02450,WH038,Kolkata,2025-02-26,2025-02-26 15:00:00,2025-02-26 16:00:00,In Transit,912,Truck
SHP02451,WH048,Kolkata,2025-01-21,2025-01-21 10:00:00,2025-01-21 12:00:00,In Transit,846,Truck
SHP02452,WH046,Bangalore,2025-02-13,2025-02-13 14:00:00,2025-02-13 12:00:00,Delivered,788,Van
SHP02453,WH037,Kolkata,2025-02-22,2025-02-22 19:00:00,2025-02-22 17:00:00,In Transit,952,Van
SHP02454,WH003,Chennai,2025-02-10,2025-02-10 18:00:00,2025-02-10 18:00:00,Delivered,134,Truck
SHP02455,WH036,Kolkata,2025-01-02,2025-01-02 19:00:00,2025-01-02 19:00:00,In Transit,903,Truck
SHP02456,WH005,Delhi,2025-02-27,2025-02-27 17:00:00,2025-02-27 16:00:00,Delivered,135,Van
SHP02457,WH027,Mumbai,2025-01-15,2025-01-15 19:00:00,2025-01-15 19:00:00,In Transit,473,Van
SHP02458,WH047,Bangalore,2025-03-01,2025-03-01 16:00:00,2025-03-01 17:00:00,Delivered,421,Truck
SHP02459,WH016,Delhi,2025-02-25,2025-02-25 14:00:00,2025-02-25 15:00:00,Delayed,306,Van
SHP02460,WH001,Delhi,2025-01-14,2025-01-14 12:00:00,2025-01-14 10:00:00,In Transit,589,Truck
SHP02461,WH047,Bangalore,2025-02-25,2025-02-25 12:00:00,2025-02-25 10:00:00,In Transit,745,Truck
SHP02462,WH018,Bangalore,2025-02-25,2025-02-25 18:00:00,2025-02-25 23:00:00,In Transit,963,Van
SHP02463,WH028,Bangalore,2025-03-01,2025-03-01 13:00:00,2025-03-01 14:00:00,Delivered,489,Van
SHP02464,WH010,Chennai,2025-01-25,2025-01-25 20:00:00,2025-01-26 00:00:00,Delivered,838,Truck
SHP02465,WH043,Mumbai,2025-02-08,2025-02-08 19:00:00,2025-02-08 17:00:00,Delayed,541,Truck
SHP02466,WH015,Chennai,2025-01-28,2025-01-28 18:00:00,2025-01-28 20:00:00,In Transit,153,Van
SHP02467,WH011,Mumbai,2025-03-01,2025-03-01 12:00:00,2025-03-01 17:00:00,Delayed,584,Van
SHP02468,WH018,Bangalore,2025-02-20,2025-02-20 15:00:00,2025-02-20 19:00:00,Delayed,833,Truck
SHP02469,WH035,Delhi,2025-02-03,2025-02-03 13:00:00,2025-02-03 14:00:00,Delivered,809,Van
SHP02470,WH006,Kolkata,2025-01-18,2025-01-18 18:00:00,2025-01-18 16:00:00,Delayed,169,Truck
SHP02471,WH011,Mumbai,2025-02-21,2025-02-21 11:00:00,2025-02-21 16:00:00,In Transit,798,Van
SHP02472,WH022,Mumbai,2025-02-20,2025-02-20 15:00:00,2025-02-20 17:00:00,Delayed,757,Truck
SHP02473,WH034,Kolkata,2025-02-11,2025-02-11 12:00:00,2025-02-11 13:00:00,Delivered,688,Van
SHP02474,WH042,Chennai,2025-02-06,2025-02-06 12:00:00,2025-02-06 14:00:00,Delivered,815,Truck
SHP02475,WH024,Delhi,2025-01-05,2025-01-05 11:00:00,2025-01-05 11:00:00,Delayed,291,Van
SHP02476,WH010,Kolkata,2025-01-22,2025-01-22 15:00:00,2025-01-22 17:00:00,Delayed,412,Van
SHP02477,WH047,Mumbai,2025-02-26,2025-02-26 17:00:00,2025-02-26 21:00:00,In Transit,462,Van
SHP02478,WH010,Bangalore,2025-01-19,2025-01-19 16:00:00,2025-01-19 14:00:00,Delivered,797,Truck
SHP02479,WH033,Kolkata,2025-01-15,2025-01-15 19:00:00,2025-01-15 20:00:00,In Transit,625,Truck
SHP02480,WH015,Mumbai,2025-02-20,2025-02-20 18:00:00,2025-02-20 21:00:00,In Transit,293,Van
SHP02481,WH002,Bangalore,2025-01-09,2025-01-09 13:00:00,2025-01-09 17:00:00,Delayed,466,Truck
SHP02482,WH032,Chennai,2025-02-26,2025-02-26 15:00:00,2025-02-26 14:00:00,In Transit,309,Van
SHP02483,WH002,Delhi,2025-02-20,2025-02-20 18:00:00,2025-02-20 20:00:00,In Transit,236,Truck
SHP02484,WH004,Kolkata,2025-02-03,2025-02-03 10:00:00,2025-02-03 08:00:00,In Transit,244,Van
SHP02485,WH022,Bangalore,2025-02-07,2025-02-07 17:00:00,2025-02-07 21:00:00,Delayed,248,Truck
SHP02486,WH007,Mumbai,2025-01-22,2025-01-22 18:00:00,2025-01-22 22:00:00,In Transit,596,Truck
SHP02487,WH008,Chennai,2025-01-13,2025-01-13 12:00:00,2025-01-13 12:00:00,In Transit,771,Truck
SHP02488,WH040,Kolkata,2025-01-02,2025-01-02 14:00:00,2025-01-02 14:00:00,In Transit,298,Van
SHP02489,WH004,Chennai,2025-01-11,2025-01-11 16:00:00,2025-01-11 14:00:00,Delivered,191,Truck
SHP02490,WH022,Bangalore,2025-01-17,2025-01-17 18:00:00,2025-01-17 19:00:00,Delivered,455,Truck
SHP02491,WH010,Mumbai,2025-02-10,2025-02-10 15:00:00,2025-02-10 17:00:00,In Transit,829,Truck
SHP02492,WH033,Bangalore,2025-01-15,2025-01-15 17:00:00,2025-01-15 22:00:00,Delayed,721,Truck
SHP02493,WH029,Mumbai,2025-02-26,2025-02-26 14:00:00,2025-02-26 15:00:00,Delayed,603,Truck
SHP02494,WH023,Chennai,2025-01-26,2025-01-26 14:00:00,2025-01-26 16:00:00,Delayed,158,Van
SHP02495,WH014,Kolkata,2025-01-20,2025-01-20 15:00:00,2025-01-20 17:00:00,Delivered,680,Van
SHP02496,WH026,Bangalore,2025-01-06,2025-01-06 15:00:00,2025-01-06 16:00:00,In Transit,466,Van
SHP02497,WH045,Mumbai,2025-02-19,2025-02-19 15:00:00,2025-02-19 17:00:00,Delivered,522,Van
SHP02498,WH040,Bangalore,2025-01-02,2025-01-02 20:00:00,2025-01-03 00:00:00,Delayed,982,Truck
SHP02499,WH041,Kolkata,2025-01-18,2025-01-18 13:00:00,2025-01-18 18:00:00,Delayed,725,Van
SHP02500,WH013,Mumbai,2025-02-05,2025-02-05 13:00:00,2025-02-05 12:00:00,In Transit,690,Truck
SHP02501,WH026,Mumbai,2025-01-02,2025-01-02 18:00:00,2025-01-02 21:00:00,Delayed,260,Van
SHP02502,WH038,Mumbai,2025-02-28,2025-02-28 16:00:00,2025-02-28 19:00:00,Delayed,817,Truck
SHP02503,WH049,Mumbai,2025-02-11,2025-02-11 18:00:00,2025-02-11 20:00:00,In Transit,685,Truck
SHP02504,WH033,Bangalore,2025-01-16,2025-01-16 18:00:00,2025-01-16 16:00:00,Delayed,592,Truck
SHP02505,WH027,Chennai,2025-02-25,2025-02-25 14:00:00,2025-02-25 14:00:00,Delayed,345,Van
SHP02506,WH010,Mumbai,2025-02-07,2025-02-07 11:00:00,2025-02-07 12:00:00,Delivered,757,Van
SHP02507,WH034,Bangalore,2025-01-14,2025-01-14 13:00:00,2025-01-14 12:00:00,In Transit,860,Van
SHP02508,WH016,Bangalore,2025-02-14,2025-02-14 19:00:00,2025-02-14 22:00:00,Delivered,601,Van
SHP02509,WH036,Mumbai,2025-02-26,2025-02-26 16:00:00,2025-02-26 17:00:00,In Transit,430,Truck
SHP02510,WH014,Kolkata,2025-01-09,2025-01-09 20:00:00,2025-01-09 19:00:00,Delivered,874,Truck
SHP02511,WH023,Bangalore,2025-02-27,2025-02-27 19:00:00,2025-02-27 21:00:00,Delivered,736,Truck
SHP02512,WH044,Kolkata,2025-02-11,2025-02-11 11:00:00,2025-02-11 09:00:00,In Transit,624,Truck
SHP02513,WH045,Delhi,2025-02-05,2025-02-05 14:00:00,2025-02-05 13:00:00,In Transit,707,Truck
SHP02514,WH031,Mumbai,2025-01-21,2025-01-21 16:00:00,2025-01-21 14:00:00,In Transit,608,Truck
SHP02515,WH026,Delhi,2025-02-04,2025-02-04 15:00:00,2025-02-04 13:00:00,In Transit,826,Truck
SHP02516,WH047,Mumbai,2025-02-17,2025-02-17 18:00:00,2025-02-17 21:00:00,In Transit,476,Truck
SHP02517,WH023,Chennai,2025-02-05,2025-02-05 13:00:00,2025-02-05 13:00:00,In Transit,244,Truck
SHP02518,WH049,Chennai,2025-02-08,2025-02-08 10:00:00,2025-02-08 15:00:00,Delivered,713,Truck
SHP02519,WH023,Chennai,2025-02-17,2025-02-17 11:00:00,2025-02-17 10:00:00,Delayed,437,Van
SHP02520,WH015,Delhi,2025-02-22,2025-02-22 17:00:00,2025-02-22 19:00:00,Delayed,704,Van
SHP02521,WH047,Chennai,2025-01-31,2025-01-31 19:00:00,2025-01-31 23:00:00,Delayed,282,Van
SHP02522,WH050,Chennai,2025-02-18,2025-02-18 10:00:00,2025-02-18 11:00:00,In Transit,926,Truck
SHP02523,WH015,Delhi,2025-02-08,2025-02-08 17:00:00,2025-02-08 17:00:00,Delayed,733,Truck
SHP02524,WH027,Mumbai,2025-01-07,2025-01-07 20:00:00,2025-01-07 19:00:00,Delayed,764,Van
SHP02525,WH022,Chennai,2025-01-27,2025-01-27 15:00:00,2025-01-27 15:00:00,Delayed,349,Truck
SHP02526,WH046,Chennai,2025-01-13,2025-01-13 15:00:00,2025-01-13 16:00:00,Delayed,947,Van
SHP02527,WH022,Kolkata,2025-02-12,2025-02-12 13:00:00,2025-02-12 15:00:00,Delayed,180,Van
SHP02528,WH045,Chennai,2025-02-25,2025-02-25 16:00:00,2025-02-25 21:00:00,Delivered,950,Van
SHP02529,WH036,Mumbai,2025-02-28,2025-02-28 15:00:00,2025-02-28 13:00:00,Delivered,821,Truck
SHP02530,WH004,Bangalore,2025-01-15,2025-01-15 13:00:00,2025-01-15 15:00:00,In Transit,800,Truck
SHP02531,WH036,Chennai,2025-02-02,2025-02-02 19:00:00,2025-02-03 00:00:00,Delivered,427,Van
SHP02532,WH034,Mumbai,2025-01-29,2025-01-29 17:00:00,2025-01-29 15:00:00,Delivered,539,Van
SHP02533,WH033,Kolkata,2025-02-28,2025-02-28 13:00:00,2025-02-28 13:00:00,In Transit,571,Van
SHP02534,WH008,Chennai,2025-02-11,2025-02-11 18:00:00,2025-02-11 23:00:00,In Transit,793,Truck
SHP02535,WH023,Chennai,2025-01-27,2025-01-27 13:00:00,2025-01-27 15:00:00,Delivered,290,Van
SHP02536,WH020,Bangalore,2025-02-07,2025-02-07 13:00:00,2025-02-07 15:00:00,Delayed,814,Truck
SHP02537,WH041,Mumbai,2025-01-28,2025-01-28 19:00:00,2025-01-28 21:00:00,Delayed,279,Van
SHP02538,WH010,Kolkata,2025-02-06,2025-02-06 12:00:00,2025-02-06 17:00:00,Delayed,218,Van
