shipment_id,shipment_date,warehouse_id,delay_hours,source_city,destination_city,delivery_status,route_id
SHP02269,2025-02-27,WH036,4,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP02270,2025-02-14,WH004,-1,Lucknow,Bangalore,Early,Lucknow→Bangalore
SHP02271,2025-01-25,WH020,5,Chennai,Mumbai,Delayed,Chennai→Mumbai
SHP02273,2025-03-01,WH040,2,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP02274,2025-01-11,WH048,2,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP02275,2025-02-09,WH002,5,Kolkata,Mumbai,Delayed,Kolkata→Mumbai
SHP02276,2025-01-16,WH031,2,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP02277,2025-01-14,WH012,2,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP02278,2025-02-05,WH012,-1,Kolkata,Delhi,Early,Kolkata→Delhi
SHP02279,2025-02-23,WH008,5,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP02280,2025-02-12,WH027,-2,Delhi,Chennai,Early,Delhi→Chennai
SHP02281,2025-02-02,WH021,-2,Hyderabad,Delhi,Early,Hyderabad→Delhi
SHP02282,2025-02-16,WH034,-1,Bangalore,Bangalore,Early,Bangalore→Bangalore
SHP02283,2025-01-10,WH050,2,Bangalore,Kolkata,Delayed,Bangalore→Kolkata
SHP02285,2025-02-14,WH022,4,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP02286,2025-01-03,WH018,5,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP02287,2025-01-29,WH041,-2,Mumbai,Bangalore,Early,Mumbai→Bangalore
SHP02288,2025-02-12,WH039,0,Pune,Mumbai,On-Time,Pune→Mumbai
SHP02289,2025-02-01,WH009,-1,Hyderabad,Bangalore,Early,Hyderabad→Bangalore
SHP02290,2025-01-03,WH019,-1,Ahmedabad,Bangalore,Early,Ahmedabad→Bangalore
SHP02292,2025-01-22,WH040,2,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP02293,2025-01-21,WH036,4,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
SHP02294,2025-02-17,WH028,1,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP02295,2025-02-25,WH035,4,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP02296,2025-02-17,WH044,4,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP02297,2025-03-02,WH018,-1,Hyderabad,Delhi,Early,Hyderabad→Delhi
SHP02298,2025-01-07,WH014,5,Chennai,Delhi,Delayed,Chennai→Delhi
SHP02299,2025-01-05,WH017,2,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP02300,2025-01-20,WH013,2,Pune,Chennai,Delayed,Pune→Chennai
SHP02301,2025-02-19,WH043,5,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP02302,2025-01-31,WH022,2,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP02303,2025-02-28,WH045,5,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP02304,2025-01-29,WH012,3,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP02305,2025-02-05,WH006,4,Bangalore,Kolkata,Delayed,Bangalore→Kolkata
SHP02306,2025-01-25,WH039,0,Pune,Chennai,On-Time,Pune→Chennai
SHP02308,2025-02-05,WH024,3,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP02309,2025-02-09,WH019,-2,Chennai,Mumbai,Early,Chennai→Mumbai
SHP02310,2025-01-25,WH004,2,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP02311,2025-01-20,WH032,1,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP02312,2025-02-12,WH028,4,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP02313,2025-02-22,WH001,-2,Kolkata,Mumbai,Early,Kolkata→Mumbai
SHP02314,2025-02-15,WH030,5,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP02315,2025-01-16,WH034,5,Pune,Bangalore,Delayed,Pune→Bangalore
SHP02316,2025-01-11,WH024,5,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP02317,2025-01-28,WH015,1,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP02318,2025-02-07,WH008,4,Mumbai,Bangalore,Delayed,Mumbai→Bangalore
SHP02319,2025-01-13,WH039,2,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP02320,2025-02-07,WH014,0,Delhi,Delhi,On-Time,Delhi→Delhi
SHP02321,2025-01-27,WH017,3,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP02322,2025-01-29,WH042,5,Pune,Bangalore,Delayed,Pune→Bangalore
SHP02324,2025-02-22,WH025,5,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP02325,2025-02-11,WH050,4,Hyderabad,Chennai,Delayed,Hyderabad→Chennai
SHP02326,2025-02-25,WH046,5,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP02327,2025-01-15,WH033,2,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP02328,2025-02-23,WH035,4,Ahmedabad,Delhi,Delayed,Ahmedabad→Delhi
SHP02329,2025-01-30,WH025,1,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP02330,2025-01-19,WH044,2,Pune,Bangalore,Delayed,Pune→Bangalore
SHP02331,2025-02-06,WH049,-2,Hyderabad,Delhi,Early,Hyderabad→Delhi
SHP02333,2025-02-06,WH007,3,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP02334,2025-02-06,WH015,5,Bangalore,Kolkata,Delayed,Bangalore→Kolkata
SHP02335,2025-01-28,WH041,1,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP02336,2025-01-16,WH040,5,Pune,Mumbai,Delayed,Pune→Mumbai
SHP02337,2025-02-18,WH040,1,Chennai,Chennai,Delayed,Chennai→Chennai
SHP02338,2025-01-14,WH018,0,Bangalore,Chennai,On-Time,Bangalore→Chennai
SHP02339,2025-02-10,WH025,4,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP02340,2025-01-26,WH027,-2,Ahmedabad,Kolkata,Early,Ahmedabad→Kolkata
SHP02341,2025-02-24,WH021,5,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP02343,2025-01-19,WH046,1,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP02344,2025-01-25,WH009,-1,Jaipur,Chennai,Early,Jaipur→Chennai
SHP02345,2025-01-05,WH032,3,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP02346,2025-02-16,WH010,1,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP02347,2025-01-26,WH023,-1,Hyderabad,Mumbai,Early,Hyderabad→Mumbai
SHP02348,2025-02-22,WH039,5,Pune,Bangalore,Delayed,Pune→Bangalore
SHP02349,2025-02-13,WH035,4,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP02350,2025-01-19,WH003,1,Chennai,Chennai,Delayed,Chennai→Chennai
SHP02351,2025-02-19,WH011,0,Chennai,Bangalore,On-Time,Chennai→Bangalore
SHP02352,2025-01-26,WH004,-2,Delhi,Bangalore,Early,Delhi→Bangalore
SHP02353,2025-01-23,WH001,0,Ahmedabad,Mumbai,On-Time,Ahmedabad→Mumbai
SHP02354,2025-01-03,WH017,0,Delhi,Bangalore,On-Time,Delhi→Bangalore
SHP02355,2025-01-25,WH029,3,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP02356,2025-01-18,WH045,4,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP02357,2025-02-25,WH030,3,Pune,Mumbai,Delayed,Pune→Mumbai
SHP02358,2025-01-28,WH026,1,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP02359,2025-01-02,WH036,5,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP02360,2025-02-26,WH018,2,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP02361,2025-02-08,WH048,4,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP02362,2025-02-03,WH045,-1,Chennai,Chennai,Early,Chennai→Chennai
SHP02363,2025-01-05,WH041,-1,Chennai,Chennai,Early,Chennai→Chennai
SHP02364,2025-02-04,WH017,-2,Lucknow,Bangalore,Early,Lucknow→Bangalore
SHP02365,2025-02-28,WH032,-2,Mumbai,Kolkata,Early,Mumbai→Kolkata
SHP02366,2025-01-01,WH004,4,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP02367,2025-01-03,WH015,-2,Ahmedabad,Kolkata,Early,Ahmedabad→Kolkata
SHP02368,2025-01-06,WH009,1,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP02369,2025-02-14,WH044,2,Pune,Chennai,Delayed,Pune→Chennai
SHP02370,2025-01-22,WH004,3,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP02371,2025-02-18,WH007,-2,Lucknow,Mumbai,Early,Lucknow→Mumbai
SHP02373,2025-02-10,WH020,-2,Bangalore,Kolkata,Early,Bangalore→Kolkata
SHP02374,2025-02-08,WH022,-2,Jaipur,Chennai,Early,Jaipur→Chennai
SHP02375,2025-01-22,WH048,-2,Jaipur,Chennai,Early,Jaipur→Chennai
SHP02376,2025-01-23,WH026,2,Chennai,Chennai,Delayed,Chennai→Chennai
SHP02378,2025-01-18,WH044,-1,Jaipur,Chennai,Early,Jaipur→Chennai
SHP02379,2025-01-10,WH012,2,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP02380,2025-01-31,WH003,4,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP02381,2025-03-01,WH005,2,Pune,Chennai,Delayed,Pune→Chennai
SHP02382,2025-02-03,WH050,-2,Jaipur,Mumbai,Early,Jaipur→Mumbai
SHP02383,2025-02-07,WH025,1,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
SHP02384,2025-02-24,WH007,1,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP02385,2025-01-28,WH038,3,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP02386,2025-02-20,WH015,-1,Lucknow,Delhi,Early,Lucknow→Delhi
SHP02387,2025-02-18,WH029,1,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP02388,2025-01-10,WH041,-1,Mumbai,Chennai,Early,Mumbai→Chennai
SHP02389,2025-02-19,WH037,0,Jaipur,Bangalore,On-Time,Jaipur→Bangalore
SHP02390,2025-02-20,WH013,1,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP02391,2025-01-07,WH034,-2,Bangalore,Mumbai,Early,Bangalore→Mumbai
SHP02392,2025-01-11,WH002,0,Ahmedabad,Bangalore,On-Time,Ahmedabad→Bangalore
SHP02393,2025-02-12,WH005,3,Delhi,Chennai,Delayed,Delhi→Chennai
SHP02394,2025-01-18,WH008,-2,Jaipur,Bangalore,Early,Jaipur→Bangalore
SHP02395,2025-02-24,WH036,1,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP02396,2025-02-24,WH043,4,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP02397,2025-01-22,WH005,5,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP02398,2025-02-09,WH041,3,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP02399,2025-02-20,WH001,2,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP02400,2025-02-08,WH026,0,Ahmedabad,Kolkata,On-Time,Ahmedabad→Kolkata
SHP02401,2025-02-10,WH027,1,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP02402,2025-01-07,WH023,3,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP02403,2025-01-04,WH020,3,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP02404,2025-02-15,WH044,3,Hyderabad,Chennai,Delayed,Hyderabad→Chennai
SHP02405,2025-01-11,WH013,4,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP02406,2025-02-22,WH023,-1,Chennai,Mumbai,Early,Chennai→Mumbai
SHP02407,2025-02-02,WH016,-1,Lucknow,Bangalore,Early,Lucknow→Bangalore
SHP02408,2025-02-14,WH026,-1,Mumbai,Delhi,Early,Mumbai→Delhi
SHP02409,2025-02-26,WH029,1,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP02410,2025-01-28,WH008,5,Kolkata,Mumbai,Delayed,Kolkata→Mumbai
SHP02411,2025-02-09,WH048,2,Pune,Kolkata,Delayed,Pune→Kolkata
SHP02412,2025-02-01,WH007,0,Mumbai,Bangalore,On-Time,Mumbai→Bangalore
SHP02413,2025-02-12,WH041,4,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP02415,2025-02-15,WH027,1,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP02416,2025-02-25,WH011,1,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP02417,2025-01-14,WH013,3,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP02419,2025-01-03,WH024,-1,Kolkata,Kolkata,Early,Kolkata→Kolkata
SHP02420,2025-01-06,WH002,-2,Delhi,Chennai,Early,Delhi→Chennai
SHP02421,2025-02-24,WH005,-1,Delhi,Kolkata,Early,Delhi→Kolkata
SHP02422,2025-01-19,WH027,-2,Kolkata,Mumbai,Early,Kolkata→Mumbai
SHP02423,2025-01-24,WH043,4,Pune,Delhi,Delayed,Pune→Delhi
SHP02424,2025-01-27,WH031,1,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP02426,2025-01-10,WH009,-2,Kolkata,Mumbai,Early,Kolkata→Mumbai
SHP02427,2025-02-09,WH018,-2,Kolkata,Kolkata,Early,Kolkata→Kolkata
SHP02428,2025-02-18,WH045,4,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP02429,2025-02-03,WH028,2,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP02430,2025-02-08,WH008,4,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP02431,2025-01-05,WH015,-2,Pune,Chennai,Early,Pune→Chennai
SHP02432,2025-02-16,WH024,-1,Mumbai,Kolkata,Early,Mumbai→Kolkata
SHP02433,2025-02-16,WH026,1,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP02434,2025-01-16,WH013,3,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP02435,2025-01-09,WH017,-2,Kolkata,Kolkata,Early,Kolkata→Kolkata
SHP02436,2025-01-27,WH020,3,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP02437,2025-01-03,WH016,4,Delhi,Chennai,Delayed,Delhi→Chennai
SHP02438,2025-01-13,WH047,0,Chennai,Kolkata,On-Time,Chennai→Kolkata
SHP02439,2025-01-22,WH036,3,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP02440,2025-02-14,WH020,-2,Bangalore,Delhi,Early,Bangalore→Delhi
SHP02441,2025-02-15,WH045,-1,Hyderabad,Delhi,Early,Hyderabad→Delhi
SHP02442,2025-02-11,WH028,-1,Ahmedabad,Delhi,Early,Ahmedabad→Delhi
SHP02443,2025-01-29,WH013,-1,Jaipur,Kolkata,Early,Jaipur→Kolkata
SHP02444,2025-01-31,WH045,4,Kolkata,Kolkata,Delayed,Kolkata→Kolkata
SHP02445,2025-01-10,WH049,3,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP02446,2025-01-16,WH023,4,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP02447,2025-02-07,WH013,3,Chennai,Delhi,Delayed,Chennai→Delhi
SHP02448,2025-02-13,WH036,-1,Chennai,Kolkata,Early,Chennai→Kolkata
SHP02449,2025-02-11,WH045,-1,Ahmedabad,Mumbai,Early,Ahmedabad→Mumbai
SHP02450,2025-02-26,WH038,1,Pune,Kolkata,Delayed,Pune→Kolkata
SHP02451,2025-01-21,WH048,2,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP02452,2025-02-13,WH046,-2,Hyderabad,Bangalore,Early,Hyderabad→Bangalore
SHP02453,2025-02-22,WH037,-2,Chennai,Kolkata,Early,Chennai→Kolkata
SHP02454,2025-02-10,WH003,0,Mumbai,Chennai,On-Time,Mumbai→Chennai
SHP02455,2025-01-02,WH036,0,Bangalore,Kolkata,On-Time,Bangalore→Kolkata
SHP02456,2025-02-27,WH005,-1,Kolkata,Delhi,Early,Kolkata→Delhi
SHP02457,2025-01-15,WH027,0,Lucknow,Mumbai,On-Time,Lucknow→Mumbai
SHP02458,2025-03-01,WH047,1,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP02459,2025-02-25,WH016,1,Chennai,Delhi,Delayed,Chennai→Delhi
SHP02460,2025-01-14,WH001,-2,Chennai,Delhi,Early,Chennai→Delhi
SHP02461,2025-02-25,WH047,-2,Mumbai,Bangalore,Early,Mumbai→Bangalore
SHP02462,2025-02-25,WH018,5,Mumbai,Bangalore,Delayed,Mumbai→Bangalore
SHP02463,2025-03-01,WH028,1,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP02464,2025-01-25,WH010,4,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP02465,2025-02-08,WH043,-2,Ahmedabad,Mumbai,Early,Ahmedabad→Mumbai
SHP02466,2025-01-28,WH015,2,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP02467,2025-03-01,WH011,5,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP02468,2025-02-20,WH018,4,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP02469,2025-02-03,WH035,1,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP02470,2025-01-18,WH006,-2,Kolkata,Kolkata,Early,Kolkata→Kolkata
SHP02471,2025-02-21,WH011,5,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP02473,2025-02-11,WH034,1,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP02474,2025-02-06,WH042,2,Chennai,Chennai,Delayed,Chennai→Chennai
SHP02475,2025-01-05,WH024,0,Bangalore,Delhi,On-Time,Bangalore→Delhi
SHP02476,2025-01-22,WH010,2,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP02478,2025-01-19,WH010,-2,Hyderabad,Bangalore,Early,Hyderabad→Bangalore
SHP02479,2025-01-15,WH033,1,Chennai,Kolkata,Delayed,Chennai→Kolkata
SHP02480,2025-02-20,WH015,3,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP02481,2025-01-09,WH002,4,Pune,Bangalore,Delayed,Pune→Bangalore
SHP02483,2025-02-20,WH002,2,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP02484,2025-02-03,WH004,-2,Pune,Kolkata,Early,Pune→Kolkata
SHP02485,2025-02-07,WH022,4,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP02486,2025-01-22,WH007,4,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP02487,2025-01-13,WH008,0,Delhi,Chennai,On-Time,Delhi→Chennai
SHP02488,2025-01-02,WH040,0,Jaipur,Kolkata,On-Time,Jaipur→Kolkata
SHP02489,2025-01-11,WH004,-2,Chennai,Chennai,Early,Chennai→Chennai
SHP02490,2025-01-17,WH022,1,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP02491,2025-02-10,WH010,2,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP02492,2025-01-15,WH033,5,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP02493,2025-02-26,WH029,1,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP02494,2025-01-26,WH023,2,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP02495,2025-01-20,WH014,2,Lucknow,Kolkata,Delayed,Lucknow→Kolkata
SHP02496,2025-01-06,WH026,1,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP02498,2025-01-02,WH040,4,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP02499,2025-01-18,WH041,5,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
SHP02500,2025-02-05,WH013,-1,Bangalore,Mumbai,Early,Bangalore→Mumbai
SHP02501,2025-01-02,WH026,3,Pune,Mumbai,Delayed,Pune→Mumbai
SHP02502,2025-02-28,WH038,3,Kolkata,Mumbai,Delayed,Kolkata→Mumbai
SHP02503,2025-02-11,WH049,2,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP02504,2025-01-16,WH033,-2,Pune,Bangalore,Early,Pune→Bangalore
SHP02506,2025-02-07,WH010,1,Kolkata,Mumbai,Delayed,Kolkata→Mumbai
SHP02507,2025-01-14,WH034,-1,Delhi,Bangalore,Early,Delhi→Bangalore
SHP02508,2025-02-14,WH016,3,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP02509,2025-02-26,WH036,1,Kolkata,Mumbai,Delayed,Kolkata→Mumbai
SHP02510,2025-01-09,WH014,-1,Delhi,Kolkata,Early,Delhi→Kolkata
SHP02511,2025-02-27,WH023,2,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP02512,2025-02-11,WH044,-2,Ahmedabad,Kolkata,Early,Ahmedabad→Kolkata
SHP02513,2025-02-05,WH045,-1,Chennai,Delhi,Early,Chennai→Delhi
SHP02514,2025-01-21,WH031,-2,Chennai,Mumbai,Early,Chennai→Mumbai
SHP02515,2025-02-04,WH026,-2,Hyderabad,Delhi,Early,Hyderabad→Delhi
SHP02516,2025-02-17,WH047,3,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP02517,2025-02-05,WH023,0,Ahmedabad,Chennai,On-Time,Ahmedabad→Chennai
SHP02518,2025-02-08,WH049,5,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP02519,2025-02-17,WH023,-1,Jaipur,Chennai,Early,Jaipur→Chennai
SHP02520,2025-02-22,WH015,2,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP02521,2025-01-31,WH047,4,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP02522,2025-02-18,WH050,1,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP02524,2025-01-07,WH027,-1,Delhi,Mumbai,Early,Delhi→Mumbai
SHP02526,2025-01-13,WH046,1,Chennai,Chennai,Delayed,Chennai→Chennai
SHP02527,2025-02-12,WH022,2,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP02529,2025-02-28,WH036,-2,Pune,Mumbai,Early,Pune→Mumbai
SHP02530,2025-01-15,WH004,2,Mumbai,Bangalore,Delayed,Mumbai→Bangalore
SHP02532,2025-01-29,WH034,-2,Pune,Mumbai,Early,Pune→Mumbai
SHP02533,2025-02-28,WH033,0,Mumbai,Kolkata,On-Time,Mumbai→Kolkata
SHP02534,2025-02-11,WH008,5,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP02535,2025-01-27,WH023,2,Chennai,Chennai,Delayed,Chennai→Chennai
SHP02536,2025-02-07,WH020,2,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP02537,2025-01-28,WH041,2,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP02539,2025-01-15,WH025,0,Lucknow,Delhi,On-Time,Lucknow→Delhi
SHP02540,2025-02-08,WH003,-2,Lucknow,Kolkata,Early,Lucknow→Kolkata
SHP02541,2025-01-29,WH030,4,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP02543,2025-02-25,WH020,4,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP02544,2025-01-03,WH018,1,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP02545,2025-01-31,WH022,1,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP02547,2025-02-16,WH039,-1,Ahmedabad,Chennai,Early,Ahmedabad→Chennai
SHP02548,2025-02-28,WH007,4,Chennai,Delhi,Delayed,Chennai→Delhi
SHP02549,2025-03-01,WH015,-2,Pune,Delhi,Early,Pune→Delhi
SHP02550,2025-02-27,WH050,5,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP02551,2025-01-01,WH035,2,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP02552,2025-02-24,WH012,5,Chennai,Mumbai,Delayed,Chennai→Mumbai
SHP02553,2025-01-13,WH043,2,Chennai,Delhi,Delayed,Chennai→Delhi
SHP02554,2025-01-02,WH004,0,Mumbai,Bangalore,On-Time,Mumbai→Bangalore
SHP02555,2025-01-14,WH011,5,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
SHP02556,2025-02-13,WH027,-1,Chennai,Bangalore,Early,Chennai→Bangalore
SHP02557,2025-02-06,WH033,4,Lucknow,Kolkata,Delayed,Lucknow→Kolkata
SHP02558,2025-01-15,WH024,4,Chennai,Mumbai,Delayed,Chennai→Mumbai
SHP02559,2025-02-25,WH026,4,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP02560,2025-03-01,WH026,4,Chennai,Chennai,Delayed,Chennai→Chennai
SHP02561,2025-02-25,WH016,-1,Jaipur,Kolkata,Early,Jaipur→Kolkata
SHP02562,2025-01-20,WH008,3,Pune,Bangalore,Delayed,Pune→Bangalore
SHP02563,2025-01-31,WH023,5,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP02565,2025-03-02,WH040,1,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP02566,2025-01-28,WH018,-1,Jaipur,Mumbai,Early,Jaipur→Mumbai
SHP02568,2025-01-07,WH038,0,Hyderabad,Bangalore,On-Time,Hyderabad→Bangalore
SHP02569,2025-02-01,WH028,5,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP02570,2025-01-02,WH043,-1,Pune,Mumbai,Early,Pune→Mumbai
SHP02571,2025-01-20,WH049,1,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP02572,2025-01-29,WH047,2,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP02573,2025-01-20,WH041,4,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP02574,2025-01-24,WH047,0,Mumbai,Kolkata,On-Time,Mumbai→Kolkata
SHP02575,2025-01-06,WH040,1,Ahmedabad,Delhi,Delayed,Ahmedabad→Delhi
SHP02577,2025-02-12,WH046,2,Chennai,Chennai,Delayed,Chennai→Chennai
SHP02578,2025-02-05,WH025,3,Pune,Delhi,Delayed,Pune→Delhi
SHP02580,2025-01-19,WH020,4,Kolkata,Kolkata,Delayed,Kolkata→Kolkata
SHP02581,2025-02-16,WH023,2,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP02582,2025-02-12,WH036,-1,Lucknow,Mumbai,Early,Lucknow→Mumbai
SHP02583,2025-01-17,WH045,0,Chennai,Bangalore,On-Time,Chennai→Bangalore
SHP02584,2025-01-25,WH017,-1,Delhi,Delhi,Early,Delhi→Delhi
SHP02585,2025-02-14,WH048,-2,Bangalore,Chennai,Early,Bangalore→Chennai
SHP02586,2025-02-19,WH017,5,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP02587,2025-02-20,WH004,-1,Jaipur,Bangalore,Early,Jaipur→Bangalore
SHP02588,2025-01-22,WH004,-2,Lucknow,Chennai,Early,Lucknow→Chennai
SHP02589,2025-02-23,WH046,3,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP02590,2025-02-05,WH007,2,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP02591,2025-02-15,WH042,5,Hyderabad,Chennai,Delayed,Hyderabad→Chennai
SHP02592,2025-02-05,WH030,1,Delhi,Chennai,Delayed,Delhi→Chennai
SHP02593,2025-01-05,WH035,4,Chennai,Chennai,Delayed,Chennai→Chennai
SHP02594,2025-01-01,WH005,5,Pune,Chennai,Delayed,Pune→Chennai
